Latitude,Longitude,Depth,Data Quality,temperature_avg,rainfall_mm,humidity_pct,pressure_hPa,drought_index,extreme_precip_days,urban_pct,forest_pct,agriculture_pct,water_pct,wetland_pct,grassland_pct,barren_pct,frag_index,soil_perm,ind_count,hg_impact,pb_impact,ind_risk_score,param_category,country_code,time_season,sampling_method,is_referenced_method,analytical_program,pollution_risk,testing_laboratory,validated_results,regulatory_framework,land_use_impact,value_mg_per_l,Station Code_encoded,Parameter Code_encoded,Dataset_Source_encoded,water_body_type_grouped,sampling_weather_grouped,Data_Quality_Num
29.466537999999996,-27.693375655113357,0.3,Unknown,11.385686911099866,70.98689796244453,73.10044787233204,1008.4357081716523,0.006299256624511823,1.0,9.323397842776512,35.130599058145435,25.37045115394412,3.1653133662038555,7.598926318136681,15.20581143013111,5.04490494196622,0.7456757192580569,0.609677863672893,1.0,0.1232024530815468,0.0894082866928809,1.7955782258387465,Common Ion,MEX,1998-08-01 00:00:00 - Summer,Composite Sample,True,unknown,unknown,International Water Quality Lab,True,unknown,Agricultural Dominant,0.046,1.0,0.5670731707317073,0.4084967320261438,unknown,unknown,1
44.94525,-27.693375655113357,0.3,Fair,5.626475133448395,124.11588387161396,95.0,1008.4750908883756,-1.8647849791231563,2.0,8.269295358054489,29.13620397003667,27.87167113932089,6.036650017648494,10.164480938795814,12.555267638859744,5.04490494196622,0.7335656313810024,0.5806671486782339,0.0,0.0,0.0,0.0,Heavy Metal,ITA,2016-02-18 12:00:00 - Winter,Manual Sample,False,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,0.001,0.0,0.0641025641025641,0.06666666666666667,unknown,unknown,0
38.92944444,-27.693375655113357,0.3,Fair,-0.9789463998641996,68.14168284949164,80.38550070412917,1008.3021843153692,-0.1644958370453624,0.0,9.81463001841396,34.91066566113254,27.18455361617771,6.134553161903108,8.99095184782605,11.578676761095188,5.04490494196622,0.7525146773507034,0.596905784417178,2.0,0.408540666128496,0.2046097891253966,1.252431358105894,Common Ion,USA,2019-07-23 11:15:00 - Summer,Field Measurement,True,International Water Assessment,Very Low,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,8.77,0.29269195189639224,0.5670731707317073,0.299035832493884,River,Cloudy,0
31.88882111,-27.693375655113357,0.0,Fair,13.796790466634665,54.772444668167985,85.99435018144372,1008.4357081716523,0.006299256624511823,0.0,7.8416503678089775,33.60048350317547,24.90509256788321,3.7616053861616767,8.363029604500158,11.710126148777896,7.1586905998051,0.7190514619535767,0.5842290354484818,0.0,0.0,0.0,0.0,Heavy Metal,ITA,2007-03-14 00:00:00 - Spring,Field Measurement,True,International Water Assessment,Low,International Water Quality Lab,False,International Water Quality Standards,Urban Dominant,0.0060999999999999995,0.0,0.11518324607329843,0.09815950920245399,unknown,Foggy,0
30.052627334,79.88388889,0.3,Unknown,0.27444497444972205,96.67803358713952,80.3368497338872,1008.4357081716523,0.006299256624511823,1.0,11.371997359070066,37.02025125085935,28.67137911604641,4.779679344434871,9.767270666341185,6.613449261277967,1.7759730019701576,0.8050569909564324,0.5711419959079241,0.0,0.0,0.0,0.0,Other,IND,2019-02-08 00:00:00 - Winter,Automated Sample,False,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,0.0,0.29269195189639224,0.7202797202797203,0.3315508021390374,Wetland,Foggy,1
25.57514,-101.91452,0.3,Unknown,2.707713708138274,66.49000571921817,81.52740789988705,1008.4357081716523,0.4141646871540905,0.0,14.143548398571546,35.91929941211937,24.90509256788321,8.102104509227129,6.983954896238292,12.180641560194143,4.702009364397171,0.8218093462400834,0.549178243183242,0.0,0.0,0.0,0.0,Other,MEX,2020-08-27 12:00:00 - Summer,Grab Sample,False,International Water Assessment,unknown,International Water Quality Lab,False,unknown,Mixed Land Use,0.005,1.0,0.2028985507246377,0.299035832493884,unknown,Stormy,1
30.11,-27.693375655113357,0.3,Unknown,19.603142397406327,108.20970027007289,85.83929623368675,1007.8683999962252,0.006299256624511823,3.0,9.959707373640454,41.346480009174975,26.617516045375684,3.832766834590328,6.947768174641371,8.314622561528882,2.6549459360261007,0.7741013571266879,0.6037030126631778,1.0,0.0,0.0,0.1547094019014604,unknown,MEX,2013-03-01 00:00:00 - Spring,Manual Sample,True,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,Forest Dominant,0.0,1.0,0.7202797202797203,0.3315508021390374,Groundwater,Cloudy,1
14.6252,-27.693375655113357,0.3,Fair,21.31104729448555,73.62347542499552,67.75113540452226,1010.652623504854,-1.943957528549917,1.0,5.048416064078155,33.60048350317547,25.629574421647057,6.134553161903108,5.8001447082272914,14.429548415990585,5.04490494196622,0.6747187687007733,0.6207953124196189,0.0,0.0,0.0,0.0,unknown,FRA,2021-06-30 12:00:00 - Summer,Automated Sample,True,unknown,Low,International Water Quality Lab,True,unknown,Urban Dominant,6.7e-05,0.0,0.0,0.04460966542750929,Marine,Clear,0
30.958833,-116.016139,0.3,Fair,3.842768033112177,78.02721474688175,84.87350926195457,1005.7407893620434,1.887916528249487,1.0,5.77996021268044,35.99307551266866,28.108912274386,11.709233928795046,6.505846921375834,6.791982581959594,5.110988568134431,0.7016890217214645,0.5754383539114003,0.0,0.0,0.0,0.0,unknown,MEX,2017-07-05 12:00:00 - Summer,Grab Sample,True,unknown,Low,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.046,0.29269195189639224,0.0,0.04460966542750929,unknown,Foggy,0
49.0047,-27.693375655113357,0.3,Fair,2.3922129714197746,123.3812762010862,89.6530014417471,1008.4357081716523,0.006299256624511823,3.0,5.161719509067478,31.736202855094223,24.90509256788321,6.134553161903108,6.174019122315806,12.180641560194143,7.003565479932101,0.6627920531537149,0.5803502168644357,0.0,0.0,0.0,0.0,unknown,MEX,2009-03-23 07:30:00 - Spring,Manual Sample,True,Provincial Monitoring,Low,Environment Canada Lab,True,Provincial Water Regulations,Forest Dominant,2.3e-05,0.0,0.0967741935483871,0.299035832493884,Marine,Rainy,0
20.117923112000003,-106.22345,0.5,Unknown,21.4822522163006,86.54662945904995,79.28305467485362,1008.4357081716523,0.006299256624511823,1.0,10.232277279827882,36.40200144594555,24.90509256788321,6.134553161903108,8.660869081495717,7.216375405787391,5.04490494196622,0.7416062178859998,0.5635479734678353,0.0,0.0,0.0,0.0,Other,MEX,2017-03-04 12:00:00 - Spring,Manual Sample,True,unknown,unknown,International Water Quality Lab,False,International Water Quality Standards,Urban Dominant,7.4,0.29269195189639224,0.3550488599348534,0.299035832493884,Marine,Clear,1
23.018808665999998,-109.06683,0.3,Fair,3.1458579659164045,67.53730321784676,73.7490413304382,1008.9529398048352,0.006299256624511823,1.0,11.395248932666586,33.60048350317547,25.32730705289912,6.134553161903108,7.982846213914401,12.180641560194143,5.04490494196622,0.7049245491867212,0.5801033349142275,0.0,0.0,0.0,0.0,Other,MEX,2016-09-20 12:00:00 - Fall,Automated Sample,False,International Water Assessment,Very Low,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.046,0.29269195189639224,0.024844720496894408,0.299035832493884,unknown,Stormy,0
29.637941555999998,-27.693375655113357,0.3,Fair,24.53313810879223,75.7808122992508,78.55566925578428,1008.4357081716523,0.006299256624511823,1.0,9.416774193660718,36.48760915147807,24.90509256788321,6.812405103238472,7.462876009573378,5.148582555357529,5.690309665393583,0.7900466909418772,0.5686780953593186,0.0,0.0,0.0,0.0,unknown,MEX,2014-03-19 12:00:00 - Spring,Manual Sample,True,International Water Assessment,Medium,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,0.046,0.29269195189639224,0.024844720496894408,0.299035832493884,unknown,unknown,0
49.02,-27.693375655113357,0.3,Good,4.23864587761171,87.08452045012334,89.40120948306158,1008.4357081716523,-1.9022916861450097,3.0,6.207052320692201,27.472579474679737,21.13102847653211,6.134553161903108,7.226536518274045,16.404777944344662,5.04490494196622,0.6555658239893084,0.5670380999092809,0.0,0.836292875246235,0.0,16.09882042485183,Heavy Metal,CAN,2016-01-12 10:30:00 - Winter,Composite Sample,False,unknown,unknown,Provincial Analytical Lab,True,Provincial Water Regulations,Urban Dominant,0.0005,0.29269195189639224,0.10232558139534884,0.09649122807017543,Lake,Snowy,2
46.491507112,5.43652,0.3,Fair,0.545578995773501,84.02574617783729,80.5251698681771,1008.4357081716523,0.006299256624511823,1.0,6.489218465742216,31.702856280915743,25.33363225485412,6.134553161903108,10.525440366087778,16.288253494744303,6.130479468994694,0.6933540409154303,0.5842290354484818,0.0,0.0,0.0,0.0,unknown,BEL,2019-08-27 12:00:00 - Summer,Grab Sample,False,International Water Assessment,High,International Water Quality Lab,False,International Water Quality Standards,unknown,0.001,0.29269195189639224,0.08771929824561403,0.09649122807017543,Estuary,Foggy,0
45.37942,8.50762,0.3,Fair,2.8256395517413333,101.88388816599476,91.65646828683064,1009.922453224034,0.006299256624511823,1.0,7.473872439767212,27.65975733814509,24.553507346719027,5.65287746258078,11.993915666642904,16.127591160071198,5.04490494196622,0.7021832303997344,0.5837941676203332,0.0,0.0,1.4423267311691783,1.0524854585438064,Metal,ITA,2018-02-13 12:00:00 - Winter,Grab Sample,False,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Forest Dominant,0.046,0.0,0.5204081632653061,0.24705882352941178,unknown,Foggy,0
41.29361111,-96.28333333,0.3,Fair,4.300156616166797,69.98376897680537,78.99560921144989,1003.9422600580336,1.2942444680142424,0.0,15.287391198744816,30.32182102635184,23.60376838663017,6.512605768556224,10.526228235962884,9.201066594627047,4.547118789127011,0.824594115968688,0.5363947897017617,0.0,0.0,0.0,0.0,Common Ion,USA,2003-06-24 11:00:00 - Summer,Grab Sample,False,International Water Assessment,Medium,International Water Quality Lab,True,unknown,Forest Dominant,0.046,0.0,0.5501432664756447,0.299035832493884,unknown,unknown,0
20.078056,-27.693375655113357,0.3,Fair,6.887267852878938,85.61018201507272,74.67674292014405,1008.2291543060242,0.148081357398119,2.0,12.844032734179304,36.39288693543915,20.56827547468407,7.321581626003987,8.111142792392265,9.668584487575991,5.093495949725211,0.7700343886374839,0.5652517644035326,0.0,0.0,0.0,0.0,unknown,MEX,2019-03-04 12:00:00 - Spring,Grab Sample,True,International Water Assessment,Low,International Water Quality Lab,False,International Water Quality Standards,Urban Dominant,0.0018,0.29269195189639224,0.05917159763313609,0.299035832493884,unknown,unknown,0
44.6527,-27.693375655113357,0.3,Fair,3.58467236728704,76.46862997560281,84.54147395216204,1008.4357081716523,0.006299256624511823,2.0,13.205582777848262,33.60048350317547,22.67599230944193,8.986491496967199,8.363029604500158,15.757963051410616,5.997169169464644,0.7814778573676103,0.5438416298619093,0.0,0.0,0.0,0.0,Heavy Metal,SRB,2015-12-08 12:00:00 - Winter,Field Measurement,False,International Water Assessment,High,International Water Quality Lab,False,International Water Quality Standards,unknown,0.046,0.0,0.36945221911235504,0.299035832493884,unknown,unknown,0
32.019789,-27.693375655113357,0.3,Unknown,11.834180145514567,86.08248284844649,81.70777166850621,1008.4357081716523,-1.3231747297084788,1.0,8.746887896762926,40.40041026044583,27.20280279100893,6.134553161903108,8.31177598620957,9.885115165141208,2.856185908324365,0.7529364028648668,0.6150037940159195,0.0,0.0,0.0,0.0,Other,MEX,2018-05-01 00:00:00 - Spring,Field Measurement,False,International Water Assessment,Low,International Water Quality Lab,True,International Water Quality Standards,unknown,0.046,1.0,0.3550488599348534,0.299035832493884,River,unknown,1
44.7014,7.14991,0.3,Fair,12.280569099116908,110.41046805389685,95.0,1008.4357081716523,-0.389527847545366,2.0,5.9704964007717205,34.349879130966926,24.34060618561448,5.076871295506115,9.95740934509025,13.463862752823063,6.840874889227448,0.677056102493511,0.6125003078702732,0.0,0.0,0.0,0.0,unknown,ITA,2008-03-05 00:00:00 - Spring,unknown,False,International Water Assessment,Very Low,International Water Quality Lab,False,International Water Quality Standards,Mixed Land Use,0.046,0.0,0.04864864864864865,0.24705882352941178,Estuary,Clear,0
15.755439,-27.693375655113357,0.3,Fair,8.639415678604987,89.56027964762389,69.27008548674223,1008.4357081716523,1.8392413260607887,3.0,11.074369510946406,34.88886241488101,22.154138360303435,6.572110508370603,9.646027092675794,11.19869528692816,4.465796825894595,0.7545572503362403,0.570631218711391,0.0,0.0,0.0,0.0,Other,MEX,2018-02-18 12:00:00 - Winter,unknown,True,International Water Assessment,Low,International Water Quality Lab,True,unknown,Forest Dominant,0.046,0.0,0.40264026402640263,0.299035832493884,unknown,unknown,0
30.3647,-27.693375655113357,0.3,Fair,3.022388039896055,93.36737520505838,87.38633835271096,1008.4357081716523,0.006299256624511823,1.0,9.96630565720101,33.60048350317547,26.986051096340624,9.939379599950543,6.326102262073155,7.198430281921099,4.165431749525851,0.743270914952437,0.5620852115645465,0.0,0.0,0.0,0.0,Other,MEX,2015-07-02 12:00:00 - Summer,unknown,False,International Water Assessment,Low,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.046,0.29269195189639224,0.0,0.04460966542750929,Wetland,Snowy,0
53.66305556,-27.693375655113357,0.3,Fair,5.498015412865351,151.60630579426157,95.0,1005.3660681797662,0.006299256624511823,1.0,9.44908271259737,26.50745358246504,24.90509256788321,6.134553161903108,7.451883342155305,15.421230421618905,5.58827096802236,0.7383203486882649,0.5515379684696163,1.0,0.0385972273315667,0.0,3.811267460585152,unknown,MEX,2001-03-14 10:30:00 - Spring,Manual Sample,False,unknown,unknown,Provincial Analytical Lab,False,Canadian Environmental Protection Act,unknown,0.002,0.0,0.05263157894736842,0.299035832493884,Marine,Cloudy,0
46.3914,-27.693375655113357,0.3,Fair,-4.589732285361341,67.97649512760673,83.29572435478882,1008.4357081716523,0.006299256624511823,2.0,7.221475344330438,28.054649334836984,24.90509256788321,5.328466285542695,11.345518693613345,16.470628045906075,5.04490494196622,0.687618452551574,0.594045192927502,0.0,0.0,0.0,0.0,Heavy Metal,ITA,2020-07-28 12:00:00 - Summer,Automated Sample,True,International Water Assessment,High,International Water Quality Lab,False,unknown,Forest Dominant,0.046,0.0,0.07407407407407407,0.09815950920245399,unknown,Snowy,0
58.38493,26.13411,0.0,Fair,-6.82774133649647,63.205616531207646,85.68490130123865,1005.8106309931744,0.006299256624511823,1.0,6.251427149361352,29.17885346638301,27.61976594963164,8.064588746918151,8.363029604500158,15.871004353482917,3.521901979425797,0.7801241988780349,0.5678905776936078,0.0,0.0,0.0,0.0,Heavy Metal,EST,2014-02-04 00:00:00 - Winter,Grab Sample,False,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.0,0.29269195189639224,0.1732283464566929,0.299035832493884,unknown,unknown,0
45.36497,18.79936,0.3,Fair,4.511822363256479,101.53478197911836,95.0,1008.4357081716523,0.006299256624511823,2.0,12.40714408069619,28.96623015885977,21.87573616506449,6.082295788289537,7.895248563732682,12.180641560194143,5.04490494196622,0.7590381741044648,0.5730696319091808,0.0,0.0,0.0,0.0,Other,HRV,2019-12-04 12:00:00 - Winter,Manual Sample,False,unknown,Medium,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,0.046,0.0,0.2755741127348643,0.299035832493884,unknown,Snowy,0
21.98138889,83.21055556,0.3,Unknown,4.741578321877331,65.87242442389595,72.96066972078425,1008.4357081716523,0.006299256624511823,1.0,10.348817991340471,37.72186049267978,25.65388741433276,2.178986610286608,8.942284699072923,11.809276434691144,5.04490494196622,0.7667772751537894,0.605642792777199,0.0,0.0,0.0,0.0,Other,IND,2006-07-01 00:00:00 - Summer,Composite Sample,False,International Water Assessment,Medium,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.05,0.29269195189639224,0.8609625668449198,0.299035832493884,Reservoir,Cloudy,1
49.08,-27.693375655113357,0.3,Fair,8.436677471445535,106.88734899867352,84.02820254363459,1008.4357081716523,-0.3102443594906536,1.0,4.593940466910248,30.095851155025464,24.90509256788321,6.134553161903108,8.363029604500158,12.180641560194143,5.04490494196622,0.659966211857972,0.5880838442425361,3.0,0.4852319605016543,0.5234275256141901,3.609688452340545,Other,CAN,2008-05-13 07:50:00 - Spring,Composite Sample,True,Arctic Waters Program,Low,Environment Canada Lab,True,Fisheries Act,unknown,1.4999999999999999e-05,0.0,0.23076923076923078,0.299035832493884,Marine,Clear,0
51.03731,-27.693375655113357,0.3,Fair,7.73075437002935,109.98870649064712,92.2310678494912,1011.8839395918716,0.2906736359809634,2.0,5.232696571057317,28.54439006122558,22.955496733955727,4.583501828386453,8.363029604500158,20.01455783724385,7.901013590083612,0.6411182070867119,0.6165228090633327,2.0,0.1419952558658518,0.0,0.9680800877471312,Heavy Metal,MEX,2009-04-08 00:00:00 - Spring,Manual Sample,False,unknown,unknown,International Water Quality Lab,False,International Water Quality Standards,Mixed Land Use,0.002,0.0,0.06497175141242938,0.06666666666666667,unknown,unknown,0
30.828807443999995,-27.693375655113357,0.3,Fair,-10.773078941127029,50.60834793076064,72.29453997675277,1008.4357081716523,0.006299256624511823,0.0,9.796072788723114,31.594688341718907,25.08104418405896,5.032148213403061,9.861338275231171,12.408655248234618,6.226052948630179,0.7412160480079907,0.5855189227278356,0.0,0.0,0.0,0.0,Heavy Metal,ITA,2018-02-13 12:00:00 - Winter,Automated Sample,True,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,0.046,0.29269195189639224,0.36945221911235504,0.1189710610932476,unknown,Cloudy,0
24.53437,-27.693375655113357,0.3,Fair,7.450628271058479,48.46755577715677,71.74198612931288,1009.4169200693266,1.071218556115618,0.0,11.443348835156598,33.60048350317547,23.864603152748607,7.546252809368638,8.363029604500158,7.846533298602571,6.28389074650763,0.7595537945585539,0.5736623853094006,2.0,4.147689683839095,0.0,0.0,unknown,MEX,2017-07-11 12:00:00 - Summer,Automated Sample,False,International Water Assessment,Low,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.046,0.0,0.0,0.299035832493884,unknown,Clear,0
42.3573,-27.693375655113357,0.0,Fair,14.046999863572765,112.63486114461497,89.52202686326835,1008.4357081716523,-0.7027417695126648,2.0,8.971944768798728,29.003437307584704,25.67472795163407,6.134553161903108,10.307951791613528,12.956048585858523,6.519637536202173,0.7303546236091404,0.5753407442409505,0.0,0.0,0.0,0.0,Heavy Metal,MEX,2010-03-25 00:00:00 - Spring,Grab Sample,True,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Forest Dominant,0.0,0.0,0.1387434554973822,0.16666666666666666,River,Rainy,0
20.55764,-97.44984,0.3,Fair,9.180599547635282,53.44759313911692,72.53641183435712,1008.4357081716523,0.006299256624511823,1.0,14.044097558708572,37.24120216121522,18.231384511906583,6.815383947886006,9.342729468088374,8.43746115459256,5.887741197602689,0.7723796799521481,0.561442109184707,3.0,1.1485263397703138,0.8708696395972545,9.957248429758367,Other,MEX,2018-10-30 12:00:00 - Fall,Grab Sample,True,International Water Assessment,Low,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.046,0.0,0.36945221911235504,0.3181818181818182,Wetland,Rainy,0
20.14758,-27.693375655113357,0.3,Fair,6.932342037445316,55.313370446729486,78.16514583325082,1008.4357081716523,0.006299256624511823,1.0,11.826681978562704,35.846369945041765,24.90509256788321,6.134553161903108,8.44913678357101,9.238017448814489,5.062533913720389,0.7614045471692567,0.5653543637260966,0.0,0.0,0.0,0.0,Other,MEX,2017-10-15 12:00:00 - Fall,Composite Sample,True,International Water Assessment,Low,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.524,0.0,0.2755741127348643,0.299035832493884,unknown,Rainy,0
49.02,-117.6,0.3,Fair,-3.819718937473903,77.88097424508064,90.32067683089416,1012.9148950802296,0.006299256624511823,0.0,6.207052320692201,27.472579474679737,24.90509256788321,6.134553161903108,7.226536518274045,12.180641560194143,5.04490494196622,0.743270914952437,0.5670380999092809,7.0,0.836292875246235,0.0,16.09882042485183,Other,CAN,2008-11-19 09:40:00 - Fall,Field Measurement,True,Arctic Waters Program,Very Low,National Water Research Center,True,Fisheries Act,Mixed Land Use,0.0011,0.29269195189639224,0.1509433962264151,0.299035832493884,unknown,Foggy,0
21.62388889,80.25333333,0.3,Unknown,23.49687984603284,125.42426712669511,90.95866830604184,1003.394725224361,0.006299256624511823,0.0,10.660415366771678,40.47418046268193,24.371905081226547,3.435220901582215,8.498993446196305,10.18523243871707,2.374052302824252,0.7698954943935867,0.598845367690613,0.0,0.0,0.0,0.0,unknown,IND,1991-04-22 00:00:00 - Spring,Manual Sample,True,unknown,unknown,International Water Quality Lab,True,unknown,Forest Dominant,0.04,1.0,0.8671875,0.5416666666666666,unknown,unknown,1
18.433722,-27.693375655113357,0.5,Fair,23.57639473752108,68.89423760125791,76.806554199814,1008.4357081716523,-0.9195280491684046,5.0,13.731606341567028,37.76921258739183,16.40471552094006,6.738893050254919,8.363029604500158,12.720001408100073,3.492878338958466,0.7705332810334135,0.5622175933320315,0.0,0.0,0.0,0.0,Heavy Metal,MEX,2017-02-20 12:00:00 - Winter,unknown,True,International Water Assessment,Medium,International Water Quality Lab,False,International Water Quality Standards,Mixed Land Use,0.046,0.29269195189639224,0.13164556962025317,0.1189710610932476,unknown,Cloudy,0
46.796,-27.693375655113357,0.3,Fair,4.027405321931153,107.45158702888828,85.23688550672718,1008.4357081716523,-0.28224472633346,2.0,4.532525153653026,31.41210605902597,24.90509256788321,7.5023255822346835,6.592771563793416,12.180641560194143,3.803674652901682,0.6944400182653783,0.6038428362670765,0.0,0.0,0.0,0.0,Heavy Metal,MEX,2011-05-17 13:33:00 - Spring,Automated Sample,False,Canadian Water Quality Monitoring,unknown,National Water Research Center,True,Canadian Environmental Protection Act,Forest Dominant,0.046,0.0,0.08797653958944282,0.299035832493884,Lake,Rainy,0
44.83024,-27.693375655113357,0.3,Fair,9.238008657994769,129.71091996959188,94.166057370931,1008.4357081716523,0.006299256624511823,1.0,7.297136122375053,31.50475190403971,24.90509256788321,3.562400832577276,10.49431577161726,12.180641560194143,6.494047746731169,0.7143296306866259,0.5842290354484818,0.0,0.0,0.0,0.0,Metal,ITA,2017-05-15 12:00:00 - Spring,Field Measurement,True,International Water Assessment,Very Low,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.1673,0.29269195189639224,0.05263157894736842,0.04,unknown,Cloudy,0
16.71689,-27.693375655113357,0.3,Fair,20.47794685204853,81.9523622666097,74.9051680900666,1008.4357081716523,-1.4983479229825196,4.0,11.97946016916045,35.66389658268166,21.14239761458593,6.329212298694324,8.716230434695508,11.689520022107402,4.479282878074723,0.7630074762199628,0.5724338958796402,0.0,0.0,0.0,0.0,unknown,MEX,2016-05-17 12:00:00 - Spring,Composite Sample,True,International Water Assessment,Medium,International Water Quality Lab,True,unknown,Agricultural Dominant,0.0286,0.0,0.06497175141242938,0.299035832493884,unknown,Rainy,0
29.914975778000002,-98.56545,0.3,Fair,22.2036168119818,103.72407399066776,82.80017722094749,1008.4357081716523,0.006299256624511823,3.0,12.87945159444979,34.24841528214412,22.08146527654345,7.583769550466306,9.662311968963998,12.180641560194143,5.154879608388953,0.7778247022575194,0.5534643649265597,1.0,0.0487436321367523,0.0647654817475239,1.722962723711028,unknown,MEX,2014-04-25 12:00:00 - Spring,Automated Sample,False,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,unknown,0.046,0.29269195189639224,0.36945221911235504,0.3181818181818182,River,Clear,0
35.32489,-27.693375655113357,0.3,Fair,17.184330682707913,91.0168946576654,76.42217877994338,1008.1748696992696,-0.1555797862243366,4.0,13.679462359419311,31.51306780601662,28.878716418630862,7.737374758569858,8.363029604500158,7.439817997387569,5.04490494196622,0.8265486511677528,0.5510339508610076,0.0,0.0,0.0,0.0,Other,GRC,2015-03-18 12:00:00 - Spring,Automated Sample,False,unknown,unknown,International Water Quality Lab,True,EU Water Framework Directive,Mixed Land Use,0.046,0.0,0.36945221911235504,0.49387755102040815,unknown,Rainy,0
17.37617,-101.053,0.3,Fair,18.21080945629628,81.0371780014106,63.60742708802332,1010.5784318815146,0.006299256624511823,0.0,14.486434092320213,36.35336187755989,18.752511841250627,8.454215046976683,8.47990320352642,12.180641560194143,3.826167815445831,0.791928231513827,0.5452354629703371,0.0,0.0,0.0,0.0,unknown,MEX,2018-02-13 12:00:00 - Winter,Field Measurement,False,unknown,Low,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.539,0.29269195189639224,0.2755741127348643,0.299035832493884,Wetland,unknown,0
35.166380222,-27.693375655113357,0.3,Fair,8.248219805484661,76.0781566164183,78.05479898866164,1005.9479675945532,-0.3487859803796262,2.0,14.994377235351893,33.60048350317547,25.063287054491187,6.134553161903108,7.037139476772967,12.180641560194143,4.981728385242866,0.82532345187652,0.5259295943965927,0.0,0.0,0.0,0.0,Common Ion,MEX,2007-05-08 12:00:00 - Spring,Field Measurement,True,unknown,Very Low,Mediterranean Research Center,True,unknown,Forest Dominant,140.0,0.0,0.015625,0.299035832493884,Stream,unknown,0
23.133838,79.800558,0.3,Unknown,7.824015882202911,64.57006811119695,84.78963346857799,1009.6133438592664,-1.0267375373961247,0.0,9.262237338874138,41.18345930929223,24.90509256788321,3.2088690200276675,7.809568962490773,6.924100412526408,2.587094403512328,0.7711214408319326,0.6080591945396387,0.0,0.0,0.0,0.0,unknown,MEX,2020-11-02 00:00:00 - Fall,Grab Sample,True,International Water Assessment,Medium,International Water Quality Lab,True,International Water Quality Standards,Forest Dominant,0.03,0.29269195189639224,0.8609625668449198,0.796875,Lake,Rainy,1
19.55227778,-98.16830556,0.5,Fair,5.347700774339219,27.6203267133852,73.8195631152027,1012.000796574701,0.006299256624511823,1.0,14.02384334636656,36.20866622578577,18.94985606362418,7.258656656315854,9.359845460514148,9.944353468415947,4.2547787789775535,0.7838330366187317,0.5533753292056499,0.0,0.0,0.0,0.0,Other,MEX,2015-09-04 12:00:00 - Fall,Manual Sample,True,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,92.0,0.0,0.4297872340425532,0.4294478527607362,unknown,Clear,0
22.110833,-27.693375655113357,0.3,Unknown,18.91772977020064,110.08306323164973,84.5575438644104,1008.4357081716523,-1.7171369856928536,0.0,7.055587427348309,43.82324721702295,22.169326234973287,4.821682858219257,7.604407492790883,9.94953851173364,4.576210257911683,0.743270914952437,0.6243034069550849,0.0,0.0,0.0,0.0,Other,MEX,2006-01-02 00:00:00 - Winter,Composite Sample,True,unknown,Low,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.046,1.0,0.36945221911235504,0.49387755102040815,unknown,unknown,1
43.297,20.6143,0.0,Fair,7.032883440087201,101.59701077688062,89.97088858320227,1008.4357081716523,0.006299256624511823,1.0,8.97241634343852,33.60048350317547,21.51778893533457,7.155544438934846,8.363029604500158,10.806996143877736,8.044218620850247,0.7825880803068636,0.5590524494055087,0.0,0.0,0.0,0.0,Heavy Metal,MEX,2008-01-16 00:00:00 - Winter,Field Measurement,False,unknown,Medium,International Water Quality Lab,True,unknown,Agricultural Dominant,0.046,0.0,0.07865168539325842,0.09,unknown,Snowy,0
25.95033,-27.693375655113357,0.3,Fair,4.449079140187967,42.2160864491614,70.68942241646525,1012.1450759798772,-0.7980019504912628,0.0,13.797905862972648,33.60048350317547,22.69153039576196,6.134553161903108,8.354175644435653,7.986013573015928,4.744748532396846,0.7967024972614153,0.5568674932102153,0.0,0.0,0.0,0.0,Heavy Metal,MEX,2016-08-31 12:00:00 - Summer,Composite Sample,True,unknown,Low,International Water Quality Lab,True,International Water Quality Standards,Forest Dominant,0.046,0.29269195189639224,0.13164556962025317,0.299035832493884,Lake,Rainy,0
